CALEXICO UNIFIED,52763
CALIENTE UNION ELEMENTARY,65667
CALIPATRIA UNIFIED,34131
CALISTOGA JOINT UNIFIED,98810
CAMBRIAN,13351
CAMINO UNION ELEMENTARY,39949
CAMPBELL UNION,75484
CAMPBELL UNION HIGH,18496
CAMPTONVILLE ELEMENTARY,85475
CANYON ELEMENTARY,53189
CAPAY JOINT UNION ELEMENTARY,43519
CAPISTRANO UNIFIED,35105
CARDIFF ELEMENTARY,96060
CARLSBAD UNIFIED,21197
CARMEL UNIFIED,39371
CARPINTERIA UNIFIED,31481
CASCADE UNION ELEMENTARY,71505
CASTAIC UNION,38088
CASTLE ROCK UNION ELEMENTARY,28782
CASTRO VALLEY UNIFIED,49277
CAYUCOS ELEMENTARY,69552
CENTER JOINT UNIFIED,13972
CENTINELA VALLEY UNION HIGH,16596
CENTRAL ELEMENTARY,52493
CENTRAL UNIFIED,39188
CENTRAL UNION ELEMENTARY,94827
CENTRAL UNION HIGH,99649
CENTRALIA ELEMENTARY,13182
CERES UNIFIED,83816
CHAFFEY JOINT UNION HIGH,61203
CHARTER OAK UNIFIED,35958
CHATOM UNION,43348
CHICAGO PARK ELEMENTARY,72553
CHICO UNIFIED,83072
CHINO VALLEY UNIFIED,27118
CHOWCHILLA ELEMENTARY,17316
CHOWCHILLA UNION HIGH,18136
CHUALAR UNION,14277
CHULA VISTA ELEMENTARY,68260
CIENEGA UNION ELEMENTARY,85937
CINNABAR ELEMENTARY,44982
CITRUS SOUTH TULE ELEMENTARY,70896
CLAREMONT UNIFIED,49045
CLAY JOINT ELEMENTARY,88670
CLEAR CREEK ELEMENTARY,69383
CLOVERDALE UNIFIED,19327
CLOVIS UNIFIED,67868
COACHELLA VALLEY UNIFIED,86502
COALINGA-HURON UNIFIED,57683
COFFEE CREEK ELEMENTARY,51534
COLD SPRING ELEMENTARY,12698
COLFAX ELEMENTARY,84859
COLLEGE ELEMENTARY,43756
COLTON JOINT UNIFIED,20844
COLUMBIA ELEMENTARY,66795
COLUMBIA UNION,60088
COLUMBINE ELEMENTARY,40866
COLUSA UNIFIED,18555
COMPTON UNIFIED,97248
CONEJO VALLEY UNIFIED,80531
LEGGETT VALLEY UNIFIED,36760
CORCORAN JOINT UNIFIED,83410
CORNING UNION ELEMENTARY,29464
CORNING UNION HIGH,57872
CORONA-NORCO UNIFIED,83786
CORONADO UNIFIED,40472
COTATI-ROHNERT PARK UNIFIED,30345
COTTONWOOD UNION ELEMENTARY,50065
COVINA-VALLEY UNIFIED,60606
COX BAR ELEMENTARY,56155
CUDDEBACK UNION ELEMENTARY,63920
CULVER CITY UNIFIED,67605
CUPERTINO UNION,32402
CURTIS CREEK ELEMENTARY,67170
CUTLER-OROSI JOINT UNIFIED,63286
CUTTEN ELEMENTARY,75178
CYPRESS ELEMENTARY,95020
DAVIS JOINT UNIFIED,38329
DEATH VALLEY UNIFIED,95729
DEHESA ELEMENTARY,49995
DEL MAR UNION ELEMENTARY,96707
DEL NORTE COUNTY UNIFIED,77330
DELANO JOINT UNION HIGH,96315
DELANO UNION ELEMENTARY,63472
DELPHIC ELEMENTARY,72049
DENAIR UNIFIED,43180
DESERT CENTER UNIFIED,99397
DESERT SANDS UNIFIED,42446
DI GIORGIO ELEMENTARY,28050
DIXIE ELEMENTARY,47098
DIXON UNIFIED,88663
DOUGLAS CITY ELEMENTARY,59227
DOWNEY UNIFIED,67853
DRY CREEK JOINT ELEMENTARY,51141
DUARTE UNIFIED,73342
DUCOR UNION ELEMENTARY,62999
DUNHAM ELEMENTARY,26603
DUNSMUIR ELEMENTARY,61305
DUNSMUIR JOINT UNION HIGH,89894
DURHAM UNIFIED,92411
EARLIMART ELEMENTARY,59972
EAST NICOLAUS JOINT UNION HIGH,98162
EAST SIDE UNION HIGH,77964
EAST WHITTIER CITY ELEMENTARY,95263
EASTERN SIERRA UNIFIED,77823
EASTSIDE UNION ELEMENTARY,85281
EDISON ELEMENTARY,32185
EL CENTRO ELEMENTARY,74738
EL DORADO UNION HIGH,71242
EL MONTE CITY,54346
EL MONTE UNION HIGH,72364
EL NIDO ELEMENTARY,65521
EL RANCHO UNIFIED,33994
EL SEGUNDO UNIFIED,21269
ELK GROVE UNIFIED,46024
ELK HILLS ELEMENTARY,45902
ELKINS ELEMENTARY,22294
ELVERTA JOINT ELEMENTARY,59431
EMERY UNIFIED,52138
EMPIRE UNION ELEMENTARY,37674
ENCINITAS UNION ELEMENTARY,91574
ENTERPRISE ELEMENTARY,35505
ESCALON UNIFIED,36017
ESCONDIDO UNION,14646
ESCONDIDO UNION HIGH,79402
ESPARTO UNIFIED,52757
ETIWANDA ELEMENTARY,52308
EUREKA UNION,95963
EVERGREEN ELEMENTARY,67455
EVERGREEN UNION,60351
EXETER UNION ELEMENTARY,75491
EXETER UNION HIGH,79613
FAIRFAX ELEMENTARY,26987
FAIRFIELD-SUISUN UNIFIED,15593
FALL RIVER JOINT UNIFIED,20147
FALLBROOK UNION ELEMENTARY,69558
FALLBROOK UNION HIGH,25629
FEATHER FALLS UNION ELEMENTARY,86699
FIELDBROOK ELEMENTARY,33491
FILLMORE UNIFIED,16473
FIREBAUGH-LAS DELTAS UNIFIED,78593
FLOURNOY UNION ELEMENTARY,58134
FOLSOM-CORDOVA UNIFIED,42949
FONTANA UNIFIED,47579
FORESTHILL UNION ELEMENTARY,93237
FORESTVILLE UNION ELEMENTARY,94596
FORKS OF SALMON ELEMENTARY,14792
FORT BRAGG UNIFIED,49715
FORT ROSS ELEMENTARY,92934
FORTUNA UNION HIGH,24029
FOUNTAIN VALLEY ELEMENTARY,35699
FOWLER UNIFIED,92945
FRANKLIN ELEMENTARY,54179
FRANKLIN-MCKINLEY ELEMENTARY,95356
FREMONT UNIFIED,59762
FREMONT UNION HIGH,55316
FRENCH GULCH-WHISKEYTOWN ELEMENTARY,25152
FRESHWATER ELEMENTARY,79873
FRESNO UNIFIED,18207
FRUITVALE ELEMENTARY,79487
FULLERTON ELEMENTARY,83018
FULLERTON JOINT UNION HIGH,99742
GALT JOINT UNION ELEMENTARY,66660
GALT JOINT UNION HIGH,85353
GARDEN GROVE UNIFIED,71652
GARFIELD ELEMENTARY,85452
GARVEY ELEMENTARY,57580
GATEWAY UNIFIED,29687
GAZELLE UNION ELEMENTARY,52488
GENERAL SHAFTER ELEMENTARY,51334
GERBER UNION ELEMENTARY,53303
GEYSERVILLE UNIFIED,16574
GILROY UNIFIED,78901
GLENDALE UNIFIED,39016
GLENDORA UNIFIED,99466
GOLD OAK UNION ELEMENTARY,19789
GOLD TRAIL UNION ELEMENTARY,70733
GOLDEN FEATHER UNION ELEMENTARY,91482
GOLETA UNION ELEMENTARY,37951
GORMAN ELEMENTARY,49132
GRANT ELEMENTARY,97073
GRASS VALLEY ELEMENTARY,31039
GRATTON ELEMENTARY,50644
GRAVENSTEIN UNION ELEMENTARY,60840
GRAVES ELEMENTARY,42483
GREEN POINT ELEMENTARY,74618
GREENFIELD UNION,78009
GREENFIELD UNION ELEMENTARY,89621
GRENADA ELEMENTARY,85061
GROSSMONT UNION HIGH,92869
GUADALUPE UNION ELEMENTARY,85247
CUCAMONGA ELEMENTARY,53166
GUERNEVILLE ELEMENTARY,43309
GUSTINE UNIFIED,54075
HACIENDA LA PUENTE UNIFIED,31777
HANFORD ELEMENTARY,77448
HANFORD JOINT UNION HIGH,28788
HAPPY CAMP UNION ELEMENTARY,41875
HAPPY VALLEY ELEMENTARY,18578
HAPPY VALLEY UNION ELEMENTARY,32385
HARMONY UNION ELEMENTARY,66643
HART-RANSOM UNION ELEMENTARY,53706
HAWTHORNE,69910
HAYWARD UNIFIED,50572
HEBER ELEMENTARY,53006
HELENDALE ELEMENTARY,60641
HEMET UNIFIED,46155
HERMOSA BEACH CITY ELEMENTARY,41139
HICKMAN COMMUNITY CHARTER,64737
HILLSBOROUGH CITY ELEMENTARY,94778
HILMAR UNIFIED,22861
HOLLISTER,80091
HOLTVILLE UNIFIED,83111
HOPE ELEMENTARY,88204
HOPE ELEMENTARY,76008
HORICON ELEMENTARY,95547
HORNBROOK ELEMENTARY,37902
HOT SPRINGS ELEMENTARY,80933
HOWELL MOUNTAIN ELEMENTARY,90556
HUENEME ELEMENTARY,45612
HUGHES-ELIZABETH LAKES UNION ELEMENTARY,98753
HUNTINGTON BEACH CITY ELEMENTARY,36122
HUNTINGTON BEACH UNION HIGH,89035
HYDESVILLE ELEMENTARY,32672
"IGO, ONO, PLATINA UNION ELEMENTARY",13469
IMPERIAL UNIFIED,68394
INDIAN DIGGINGS ELEMENTARY,61232
INDIAN SPRINGS ELEMENTARY,94295
INGLEWOOD UNIFIED,44046
ISLAND UNION ELEMENTARY,93440
JACOBY CREEK ELEMENTARY,47813
JAMESTOWN ELEMENTARY,74250
JAMUL-DULZURA UNION ELEMENTARY,82352
JANESVILLE UNION ELEMENTARY,68168
JEFFERSON ELEMENTARY,80005
JEFFERSON ELEMENTARY,60912
JEFFERSON ELEMENTARY,72801
JEFFERSON UNION HIGH,86972
JOHN SWETT UNIFIED,13473
JOHNSTONVILLE ELEMENTARY,64706
JULIAN UNION HIGH,28555
JULIAN UNION ELEMENTARY,11591
JUNCTION CITY ELEMENTARY,73406
JUNCTION ELEMENTARY,86261
JUNCTION ELEMENTARY,57232
JURUPA UNIFIED,47641
KELSEYVILLE UNIFIED,42563
KENTFIELD ELEMENTARY,48725
KENWOOD,23294
KEPPEL UNION ELEMENTARY,32784
KERMAN UNIFIED,69283
KERN UNION HIGH,49549
KERNVILLE UNION ELEMENTARY,82287
KEYES UNION,81993
SOUTH MONTEREY COUNTY JOINT UNION HIGH,34293
KING CITY UNION,48998
KINGS CANYON JOINT UNIFIED,45354
KINGS RIVER UNION ELEMENTARY,10628
KINGS RIVER-HARDWICK UNION ELEMENTARY,18812
KINGSBURG ELEMENTARY CHARTER,66178
KINGSBURG JOINT UNION HIGH,34819
KIRKWOOD ELEMENTARY,80430
KIT CARSON UNION ELEMENTARY,55707
KLAMATH RIVER UNION ELEMENTARY,24810
KLAMATH-TRINITY JOINT UNIFIED,89253
KNEELAND ELEMENTARY,63954
KNIGHTS FERRY ELEMENTARY,96000
KNIGHTSEN ELEMENTARY,82254
KONOCTI UNIFIED,25465
LA CANADA UNIFIED,20123
LA HABRA CITY ELEMENTARY,78833
LA HONDA-PESCADERO UNIFIED,50984
LA MESA-SPRING VALLEY,88679
LAFAYETTE ELEMENTARY,77037
LAGUNA BEACH UNIFIED,32277
LAGUNA JOINT ELEMENTARY,78645
PACIFICA,91607
LAGUNITA ELEMENTARY,87893
LAGUNITAS ELEMENTARY,34088
LAKE ELEMENTARY,27494
LAKE TAHOE UNIFIED,66006
LAKEPORT UNIFIED,35724
LAKESIDE JOINT,60834
LAKESIDE UNION,13966
LAKESIDE UNION ELEMENTARY,35588
LAKESIDE UNION ELEMENTARY,98313
LAMONT ELEMENTARY,74025
LANCASTER ELEMENTARY,12836
LARKSPUR-CORTE MADERA,26293
LAS VIRGENES UNIFIED,12540
LASSEN UNION HIGH,77172
LASSEN VIEW UNION ELEMENTARY,32145
LATON JOINT UNIFIED,55850
LATROBE,96114
LAWNDALE ELEMENTARY,17170
LE GRAND UNION ELEMENTARY,97270
LE GRAND UNION HIGH,38983
LEMON GROVE,28564
LEMOORE UNION ELEMENTARY,97601
LEMOORE UNION HIGH,48429
LENNOX,82820
RICHLAND UNION ELEMENTARY,55916
LEWISTON ELEMENTARY,81977
LIBERTY ELEMENTARY,11210
LIBERTY ELEMENTARY,29332
LIBERTY UNION HIGH,65029
LINCOLN ELEMENTARY,33495
LINCOLN UNIFIED,57400
LINDEN UNIFIED,35161
LINDSAY UNIFIED,43947
LINNS VALLEY-POSO FLAT UNION,14839
LITTLE LAKE CITY ELEMENTARY,10082
LITTLE SHASTA ELEMENTARY,15090
LIVE OAK ELEMENTARY,11498
LIVE OAK UNIFIED,46434
LIVERMORE VALLEY JOINT UNIFIED,53970
LIVINGSTON UNION,64875
LODI UNIFIED,19850
LOLETA UNION ELEMENTARY,93394
LOMA PRIETA JOINT UNION ELEMENTARY,28204
LAS LOMITAS ELEMENTARY,83373
LOMPOC UNIFIED,36717
LONE PINE UNIFIED,32508
LONG BEACH UNIFIED,67504
LOOMIS UNION ELEMENTARY,57588
LOS ALAMITOS UNIFIED,47111
LOS ALTOS ELEMENTARY,69300
LOS ANGELES UNIFIED,97084
LOS BANOS UNIFIED,74194
LOS GATOS-SARATOGA JOINT UNION HIGH,63039
LOS GATOS UNION ELEMENTARY,29186
LOS MOLINOS UNIFIED,94366
LOS NIETOS,20912
LOS OLIVOS ELEMENTARY,49105
LOST HILLS UNION ELEMENTARY,43410
LOWELL JOINT,52489
LUCERNE ELEMENTARY,27323
LUCIA MAR UNIFIED,50811
LUTHER BURBANK,73825
LYNWOOD UNIFIED,44268
MADERA UNIFIED,13101
MAGNOLIA ELEMENTARY,77975
MAGNOLIA UNION ELEMENTARY,10006
MAMMOTH UNIFIED,97314
MANCHESTER UNION ELEMENTARY,62485
MANTECA UNIFIED,51957
MANTON JOINT UNION ELEMENTARY,66305
MANZANITA ELEMENTARY,37248
MAPLE CREEK ELEMENTARY,59485
MAPLE ELEMENTARY,31265
MARCUM-ILLINOIS UNION ELEMENTARY,94076
MARICOPA UNIFIED,54176
MARIPOSA COUNTY UNIFIED,83443
MARK TWAIN UNION ELEMENTARY,98188
MARK WEST UNION ELEMENTARY,40077
MARTINEZ UNIFIED,12326
MARYSVILLE JOINT UNIFIED,21885
MAXWELL UNIFIED,25669
MCCABE UNION ELEMENTARY,64880
MCCLOUD UNION ELEMENTARY,74568
MCFARLAND UNIFIED,89152
MCKINLEYVILLE UNION ELEMENTARY,97297
MCKITTRICK ELEMENTARY,74410
MCSWAIN UNION ELEMENTARY,16106
MEADOWS UNION ELEMENTARY,93148
MENDOCINO UNIFIED,85277
MILPITAS UNIFIED,61814
MENIFEE UNION ELEMENTARY,86853
MENLO PARK CITY ELEMENTARY,61294
MERCED CITY ELEMENTARY,18908
MERCED RIVER UNION ELEMENTARY,90785
MERCED UNION HIGH,35547
MERIDIAN ELEMENTARY,93761
MESA UNION ELEMENTARY,77740
MIDDLETOWN UNIFIED,43399
MIDWAY ELEMENTARY,99492
MILL VALLEY ELEMENTARY,64995
MILLBRAE ELEMENTARY,22658
MILLVILLE ELEMENTARY,71412
MINERAL ELEMENTARY,98310
MISSION UNION ELEMENTARY,27369
MODESTO CITY ELEMENTARY,29693
MODESTO CITY HIGH,90234
MODOC JOINT UNIFIED,87806
MOJAVE UNIFIED,43686
MONROE ELEMENTARY,21364
MONROVIA UNIFIED,81688
MONSON-SULTANA JOINT UNION ELEMENTARY,31988
MONTAGUE ELEMENTARY,85800
MONTE RIO UNION ELEMENTARY,31010
MONTEBELLO UNIFIED,69933
MONTECITO UNION ELEMENTARY,99551
MONTEREY PENINSULA UNIFIED,42673
MONTGOMERY ELEMENTARY,50174
MOORPARK UNIFIED,85202
MORAGA ELEMENTARY,15530
MORELAND,40587
MORENO VALLEY UNIFIED,65467
MORGAN HILL UNIFIED,80349
MORONGO UNIFIED,88725
MOTHER LODE UNION ELEMENTARY,92263
MT. SHASTA UNION ELEMENTARY,57204
MOUNTAIN ELEMENTARY,13652
MOUNTAIN EMPIRE UNIFIED,93269
MOUNTAIN HOUSE ELEMENTARY,75236
MOUNTAIN VIEW ELEMENTARY,51100
MOUNTAIN VIEW ELEMENTARY,23247
MOUNTAIN VIEW WHISMAN,19760
MOUNTAIN VIEW-LOS ALTOS UNION HIGH,26697
MT. BALDY JOINT ELEMENTARY,83529
MT. DIABLO UNIFIED,58930
MT. PLEASANT ELEMENTARY,16157
MULBERRY ELEMENTARY,51509
MUPU ELEMENTARY,77836
MUROC JOINT UNIFIED,65761
NAPA VALLEY UNIFIED,38912
NATIONAL ELEMENTARY,38931
NEEDLES UNIFIED,47345
NEVADA CITY ELEMENTARY,86804
NEVADA JOINT UNION HIGH,48909
NEW HAVEN UNIFIED,28091
NEW HOPE ELEMENTARY,72939
NEW JERUSALEM ELEMENTARY,82448
MOUNTAIN UNION ELEMENTARY,24798
NEWARK UNIFIED,28394
NEWCASTLE ELEMENTARY,91760
NEWHALL,13552
NEWMAN-CROWS LANDING UNIFIED,72907
NEWPORT-MESA UNIFIED,80104
NICASIO,82711
NORRIS ELEMENTARY,93009
NORTH COUNTY JOINT UNION ELEMENTARY,42244
NORTH COW CREEK ELEMENTARY,96378
NORTH MONTEREY COUNTY UNIFIED,50119
NORWALK-LA MIRADA UNIFIED,48395
NOVATO UNIFIED,85930
NUESTRO ELEMENTARY,77759
NUVIEW UNION,82739
OAK GROVE ELEMENTARY,46365
OAK GROVE UNION ELEMENTARY,60230
OAK PARK UNIFIED,49075
OAK RUN ELEMENTARY,23880
OAK VALLEY UNION ELEMENTARY,50434
OAK VIEW UNION ELEMENTARY,71292
OAKLAND UNIFIED,43185
OAKLEY UNION ELEMENTARY,40179
OCEAN VIEW,35076
OCEAN VIEW,22108
OCEANSIDE UNIFIED,34729
OJAI UNIFIED,99910
OLD ADOBE UNION,12931
ONTARIO-MONTCLAIR,47472
ORANGE CENTER,37098
ORANGE UNIFIED,52059
ORCHARD ELEMENTARY,66688
ORCUTT UNION ELEMENTARY,25672
ORICK ELEMENTARY,38433
ORINDA UNION ELEMENTARY,26324
ORO GRANDE ELEMENTARY,68253
OROVILLE CITY ELEMENTARY,63752
OROVILLE UNION HIGH,89029
OUTSIDE CREEK ELEMENTARY,99290
OWENS VALLEY UNIFIED,67034
OXNARD,64236
OXNARD UNION HIGH,49742
PACHECO UNION ELEMENTARY,16197
PACIFIC ELEMENTARY,25757
PACIFIC GROVE UNIFIED,61217
PACIFIC UNION ELEMENTARY,34462
PACIFIC UNION ELEMENTARY,68021
PAJARO VALLEY UNIFIED,19811
PALERMO UNION ELEMENTARY,43459
PALM SPRINGS UNIFIED,15449
PALMDALE ELEMENTARY,66933
PALO ALTO UNIFIED,70990
PALO VERDE UNIFIED,72328
PALO VERDE UNION ELEMENTARY,58388
PALOS VERDES PENINSULA UNIFIED,28171
PANOCHE ELEMENTARY,43639
PARADISE ELEMENTARY,39122
PARADISE UNIFIED,48708
PARAMOUNT UNIFIED,20861
PARLIER UNIFIED,56466
PASADENA UNIFIED,71932
PATTERSON JOINT UNIFIED,78687
PENINSULA UNION,61801
PERRIS ELEMENTARY,74009
PERRIS UNION HIGH,53782
PETALUMA CITY ELEMENTARY,13478
PETALUMA JOINT UNION HIGH,53698
PIEDMONT CITY UNIFIED,68450
PIERCE JOINT UNIFIED,58031
PINE RIDGE ELEMENTARY,73992
PINER-OLIVET UNION ELEMENTARY,21657
PIONEER UNION ELEMENTARY,39730
PIONEER UNION ELEMENTARY,48955
PIONEER UNION ELEMENTARY,65105
PITTSBURG UNIFIED,37371
PIXLEY UNION ELEMENTARY,57053
PLACENTIA-YORBA LINDA UNIFIED,65951
PLACER HILLS UNION ELEMENTARY,31802
PLACER UNION HIGH,88668
PLACERVILLE UNION ELEMENTARY,16333
PLAINSBURG UNION ELEMENTARY,73680
PLANADA ELEMENTARY,91510
PLAZA ELEMENTARY,66003
PLEASANT GROVE JOINT UNION,14000
PLEASANT RIDGE UNION ELEMENTARY,43678
PLEASANT VALLEY ELEMENTARY,39699
PLEASANT VALLEY,42758
PLEASANT VALLEY JOINT UNION ELEMENTARY,95352
PLEASANT VIEW ELEMENTARY,13924
PLUM VALLEY ELEMENTARY,65066
PLUMAS UNIFIED,43744
PLUMAS LAKE ELEMENTARY,92502
POINT ARENA JOINT UNION HIGH,50065
POLLOCK PINES ELEMENTARY,51559
POMONA UNIFIED,77079
POND UNION ELEMENTARY,60069
POPE VALLEY UNION ELEMENTARY,15694
POTTER VALLEY COMMUNITY UNIFIED,60421
PORTOLA VALLEY ELEMENTARY,40067
POWAY UNIFIED,93234
PRINCETON JOINT UNIFIED,81401
RAISIN CITY ELEMENTARY,74717
RAMONA CITY UNIFIED,45229
RANCHO SANTA FE ELEMENTARY,64916
RAVENDALE-TERMO ELEMENTARY,75266
RAVENSWOOD CITY ELEMENTARY,36744
RAYMOND-KNOWLES UNION ELEMENTARY,71545
READY SPRINGS UNION ELEMENTARY,98944
RED BLUFF UNION ELEMENTARY,76907
RED BLUFF JOINT UNION HIGH,60932
REDDING ELEMENTARY,42017
REDLANDS UNIFIED,77923
REDWOOD CITY ELEMENTARY,54595
REED UNION ELEMENTARY,76084
REEDS CREEK ELEMENTARY,99914
REEF-SUNSET UNIFIED,82965
RESCUE UNION ELEMENTARY,19110
KASHIA ELEMENTARY,49158
RIALTO UNIFIED,68362
RICHFIELD ELEMENTARY,96160
RICHGROVE ELEMENTARY,12498
RICHMOND ELEMENTARY,51651
WEST CONTRA COSTA UNIFIED,48439
RIM OF THE WORLD UNIFIED,71457
RINCON VALLEY UNION ELEMENTARY,57812
RIO BRAVO-GREELEY UNION ELEMENTARY,70498
RIO DELL ELEMENTARY,26751
RIO ELEMENTARY,10137
RIPON UNIFIED,53535
RIVER DELTA JOINT UNIFIED,56913
RIVERSIDE UNIFIED,94051
ROBERTS FERRY UNION ELEMENTARY,36155
ROBLA ELEMENTARY,89977
ROCKFORD ELEMENTARY,20753
ROMOLAND ELEMENTARY,88639
ROSEDALE UNION ELEMENTARY,99273
ROSELAND,46217
ROSEMEAD ELEMENTARY,17615
ROSEVILLE CITY ELEMENTARY,22033
ROSEVILLE JOINT UNION HIGH,83064
ROSS ELEMENTARY,74487
ROUND VALLEY JOINT ELEMENTARY,66071
ROUND VALLEY UNIFIED,16288
ROWLAND UNIFIED,19499
SACRAMENTO CITY UNIFIED,37404
SADDLEBACK VALLEY UNIFIED,58556
SALIDA UNION ELEMENTARY,13413
SALINAS CITY ELEMENTARY,21349
SALINAS UNION HIGH,60953
SAN ANTONIO UNION ELEMENTARY,80218
SAN ARDO UNION ELEMENTARY,94082
SAN BENITO HIGH,53210
SAN BERNARDINO CITY UNIFIED,79878
SAN BRUNO PARK ELEMENTARY,28849
SAN CARLOS ELEMENTARY,56512
SAN DIEGO UNIFIED,29062
SAN DIEGUITO UNION HIGH,52572
SAN FRANCISCO UNIFIED,13049
SAN GABRIEL UNIFIED,86743
SAN JACINTO UNIFIED,37945
SAN JOSE UNIFIED,73361
SAN JUAN UNIFIED,97679
SAN LEANDRO UNIFIED,54348
SAN LORENZO UNIFIED,93417
SAN LORENZO VALLEY UNIFIED,32538
SAN LUCAS UNION ELEMENTARY,66765
SAN LUIS COASTAL UNIFIED,20640
SAN MARINO UNIFIED,89772
SAN MARCOS UNIFIED,74267
SAN MATEO-FOSTER CITY,62832
SAN MATEO UNION HIGH,13454
SAN MIGUEL JOINT UNION,23643
SAN PASQUAL UNION ELEMENTARY,20239
SAN PASQUAL VALLEY UNIFIED,33991
SAN RAFAEL CITY ELEMENTARY,61864
SAN RAFAEL CITY HIGH,64795
SAN RAMON VALLEY UNIFIED,57424
SAN YSIDRO ELEMENTARY,43176
SANGER UNIFIED,93757
SANTA ANA UNIFIED,74703
SANTA CLARA UNIFIED,70833
SANTA CLARA ELEMENTARY,79857
SANTA CRUZ CITY ELEMENTARY,46100
SANTA CRUZ CITY HIGH,99935
SANTA MARIA JOINT UNION HIGH,58316
SANTA MONICA-MALIBU UNIFIED,79087
SANTA PAULA ELEMENTARY,40094
SANTA PAULA UNION HIGH,12008
SANTA RITA UNION ELEMENTARY,34813
SANTA ROSA ELEMENTARY,48043
SANTA ROSA HIGH,30098
SANTA YNEZ VALLEY UNION HIGH,63948
SANTEE,20330
SARATOGA UNION ELEMENTARY,99780
SAUCELITO ELEMENTARY,15567
SAUGUS UNION,23740
SAUSALITO MARIN CITY,26919
SAVANNA ELEMENTARY,62593
SCOTIA UNION ELEMENTARY,57645
SEBASTOPOL UNION ELEMENTARY,16695
SEELEY UNION ELEMENTARY,76982
SEIAD ELEMENTARY,10625
SELMA UNIFIED,47657
SEMITROPIC ELEMENTARY,34923
SEQUOIA UNION ELEMENTARY,68277
SEQUOIA UNION HIGH,20468
SHAFFER UNION ELEMENTARY,82838
SHANDON JOINT UNIFIED,47436
SHASTA UNION ELEMENTARY,57834
SHASTA UNION HIGH,64104
SHILOH ELEMENTARY,40706
SHORELINE UNIFIED,63209
SIERRA-PLUMAS JOINT UNIFIED,95588
SIERRA SANDS UNIFIED,10488
SIERRA UNIFIED,97846
SILVER FORK ELEMENTARY,29442
SILVER VALLEY UNIFIED,67869
SIMI VALLEY UNIFIED,56120
SISKIYOU UNION HIGH,11805
SNELLING-MERCED FALLS UNION ELEMENTARY,39068
SNOWLINE JOINT UNIFIED,12549
VICTOR VALLEY UNION HIGH,79766
SOLANA BEACH ELEMENTARY,43574
SOLEDAD UNIFIED,33266
SOLVANG ELEMENTARY,86232
SOMIS UNION,62002
SONOMA VALLEY UNIFIED,66395
SONORA ELEMENTARY,86600
SONORA UNION HIGH,81796
SOQUEL UNION ELEMENTARY,77952
SOULSBYVILLE ELEMENTARY,53481
SOUTH BAY UNION ELEMENTARY,27511
SOUTH BAY UNION,54085
SOUTH FORK UNION,11199
SOUTH PASADENA UNIFIED,67574
SOUTH SAN FRANCISCO UNIFIED,37661
SOUTH WHITTIER ELEMENTARY,79995
SOUTHERN HUMBOLDT JOINT UNIFIED,85535
SOUTHERN KERN UNIFIED,49704
SOUTHERN TRINITY JOINT UNIFIED,87452
SOUTHSIDE ELEMENTARY,42234
SPENCER VALLEY ELEMENTARY,90317
SPRECKELS UNION ELEMENTARY,66455
SPRINGVILLE UNION ELEMENTARY,51121
SAINT HELENA UNIFIED,15012
STANDARD ELEMENTARY,25121
STANISLAUS UNION ELEMENTARY,74119
STOCKTON UNIFIED,80683
STONE CORRAL ELEMENTARY,76045
STONY CREEK JOINT UNIFIED,57844
STRATHMORE UNION ELEMENTARY,99579
SULPHUR SPRINGS UNION,13167
SUMMERVILLE ELEMENTARY,69245
SUMMERVILLE UNION HIGH,57202
SUNDALE UNION ELEMENTARY,58512
SUNNYSIDE UNION ELEMENTARY,91789
SUNNYVALE,48596
SURPRISE VALLEY JOINT UNIFIED,75187
SUSANVILLE ELEMENTARY,57016
SUTTER UNION HIGH,94485
SWEETWATER UNION HIGH,24019
SYLVAN UNION ELEMENTARY,54251
TAFT CITY,34937
TAFT UNION HIGH,62943
TAHOE-TRUCKEE UNIFIED,69417
TAMALPAIS UNION HIGH,10289
TEHACHAPI UNIFIED,21795
TEMPLE CITY UNIFIED,98140
TEMPLETON UNIFIED,68586
TERRA BELLA UNION ELEMENTARY,39412
THERMALITO UNION ELEMENTARY,76853
THREE RIVERS UNION ELEMENTARY,76841
TIPTON ELEMENTARY,23981
TORRANCE UNIFIED,12106
TRAVER JOINT ELEMENTARY,64003
TRAVIS UNIFIED,65239
TRES PINOS UNION ELEMENTARY,93276
TRINIDAD UNION ELEMENTARY,16205
TRINITY CENTER ELEMENTARY,92080
TRONA JOINT UNIFIED,28480
TULARE CITY,36925
TULARE JOINT UNION HIGH,75968
TULELAKE BASIN JOINT UNIFIED,59959
TUSTIN UNIFIED,50508
TWAIN HARTE-LONG BARN UNION ELEMENTARY,21149
TWIN HILLS UNION ELEMENTARY,73151
TWO ROCK UNION,12534
UKIAH UNIFIED,74860
UNION ELEMENTARY,22372
UNION HILL ELEMENTARY,68525
UNION JOINT ELEMENTARY,76712
UPPER LAKE UNION ELEMENTARY,81771
UPPER LAKE UNION HIGH,43349
VACAVILLE UNIFIED,33928
VALLE LINDO ELEMENTARY,90521
VALLECITO UNION,16525
VALLECITOS ELEMENTARY,26763
VALLEJO CITY UNIFIED,91320
VALLEY HOME JOINT ELEMENTARY,91990
VENTURA UNIFIED,47050
VICTOR ELEMENTARY,66268
VINELAND ELEMENTARY,84381
VISALIA UNIFIED,69767
